owner_id,level_n,modulus_N,quadrant_id,degree,coefficient,support_divisibility_condition,exact_arithmetic
G2-H1-AB,5,120,Q01_RAW_CLOCK_GEOMETRIC_MEAN,10,0,120_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q01_RAW_CLOCK_GEOMETRIC_MEAN,11,0,120_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q01_RAW_CLOCK_GEOMETRIC_MEAN,12,0,120_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,0,1,1_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,1,1728000,1_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,2,1492992864000,1_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,3,859964884992576000,1_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,4,371505475290456576432000,1_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,5,128392589464762025180160345600,1_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,6,36977172759676017220240496333088000,1_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,7,9128110913108102258954128443793437504000,1_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,8,1971679944328399057523568328721770820121816000,1_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,9,378564301915447577621465140064205527926339891392000,1_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,10,65416252078861065315809035521720773010646666938439852800,1_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,11,10276357977708428134215561042898973906375231539663040912448000,1_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,12,1479804968784826550719497154441741566577447519007055915846681744000,1_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,0,1,1_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,1,1,1_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,2,1,1_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,3,1,1_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,4,1,1_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,5,1,1_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,6,1,1_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,7,1,1_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,8,1,1_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,9,1,1_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,10,1,1_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,11,1,1_DIVIDES_DEGREE,true
G2-H1-AB,5,120,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,12,1,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q00_RAW_CLOCK_RAW_MULTIPLICITY,0,1,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q00_RAW_CLOCK_RAW_MULTIPLICITY,1,0,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q00_RAW_CLOCK_RAW_MULTIPLICITY,2,0,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q00_RAW_CLOCK_RAW_MULTIPLICITY,3,0,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q00_RAW_CLOCK_RAW_MULTIPLICITY,4,0,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q00_RAW_CLOCK_RAW_MULTIPLICITY,5,0,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q00_RAW_CLOCK_RAW_MULTIPLICITY,6,0,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q00_RAW_CLOCK_RAW_MULTIPLICITY,7,0,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q00_RAW_CLOCK_RAW_MULTIPLICITY,8,0,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q00_RAW_CLOCK_RAW_MULTIPLICITY,9,0,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q00_RAW_CLOCK_RAW_MULTIPLICITY,10,0,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q00_RAW_CLOCK_RAW_MULTIPLICITY,11,0,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q00_RAW_CLOCK_RAW_MULTIPLICITY,12,0,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q01_RAW_CLOCK_GEOMETRIC_MEAN,0,1,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q01_RAW_CLOCK_GEOMETRIC_MEAN,1,0,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q01_RAW_CLOCK_GEOMETRIC_MEAN,2,0,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q01_RAW_CLOCK_GEOMETRIC_MEAN,3,0,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q01_RAW_CLOCK_GEOMETRIC_MEAN,4,0,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q01_RAW_CLOCK_GEOMETRIC_MEAN,5,0,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q01_RAW_CLOCK_GEOMETRIC_MEAN,6,0,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q01_RAW_CLOCK_GEOMETRIC_MEAN,7,0,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q01_RAW_CLOCK_GEOMETRIC_MEAN,8,0,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q01_RAW_CLOCK_GEOMETRIC_MEAN,9,0,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q01_RAW_CLOCK_GEOMETRIC_MEAN,10,0,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q01_RAW_CLOCK_GEOMETRIC_MEAN,11,0,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q01_RAW_CLOCK_GEOMETRIC_MEAN,12,0,720_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,0,1,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,1,373248000,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,2,69657034938624000,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,3,8666449705361866876416000,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,4,808683761406563800993529949312000,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,5,60367919962442434243897654098985034649600,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,6,3755367615330218918146413802771039451303179008000,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,7,200240496316997034677375166847881107106606523742436864000,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,8,9342420771376247927280021127158011925061802690007842601416256000,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,9,387448882534889773041266304878849183585507014548274306150683947868672000,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,10,14461452399542248082211452313481744398456597443567741915659923753024161747404800,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,11,490700757258079000691976452292450660732052006107522451837604943415272714012451296768000,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,12,15262756803564316724095652873082799952822851269016050607185778344459840627309939646085560704000,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,0,1,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,1,1,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,2,1,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,3,1,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,4,1,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,5,1,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,6,1,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,7,1,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,8,1,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,9,1,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,10,1,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,11,1,1_DIVIDES_DEGREE,true
G2-H1-AB,6,720,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,12,1,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q00_RAW_CLOCK_RAW_MULTIPLICITY,0,1,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q00_RAW_CLOCK_RAW_MULTIPLICITY,1,0,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q00_RAW_CLOCK_RAW_MULTIPLICITY,2,0,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q00_RAW_CLOCK_RAW_MULTIPLICITY,3,0,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q00_RAW_CLOCK_RAW_MULTIPLICITY,4,0,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q00_RAW_CLOCK_RAW_MULTIPLICITY,5,0,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q00_RAW_CLOCK_RAW_MULTIPLICITY,6,0,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q00_RAW_CLOCK_RAW_MULTIPLICITY,7,0,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q00_RAW_CLOCK_RAW_MULTIPLICITY,8,0,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q00_RAW_CLOCK_RAW_MULTIPLICITY,9,0,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q00_RAW_CLOCK_RAW_MULTIPLICITY,10,0,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q00_RAW_CLOCK_RAW_MULTIPLICITY,11,0,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q00_RAW_CLOCK_RAW_MULTIPLICITY,12,0,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q01_RAW_CLOCK_GEOMETRIC_MEAN,0,1,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q01_RAW_CLOCK_GEOMETRIC_MEAN,1,0,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q01_RAW_CLOCK_GEOMETRIC_MEAN,2,0,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q01_RAW_CLOCK_GEOMETRIC_MEAN,3,0,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q01_RAW_CLOCK_GEOMETRIC_MEAN,4,0,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q01_RAW_CLOCK_GEOMETRIC_MEAN,5,0,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q01_RAW_CLOCK_GEOMETRIC_MEAN,6,0,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q01_RAW_CLOCK_GEOMETRIC_MEAN,7,0,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q01_RAW_CLOCK_GEOMETRIC_MEAN,8,0,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q01_RAW_CLOCK_GEOMETRIC_MEAN,9,0,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q01_RAW_CLOCK_GEOMETRIC_MEAN,10,0,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q01_RAW_CLOCK_GEOMETRIC_MEAN,11,0,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q01_RAW_CLOCK_GEOMETRIC_MEAN,12,0,5040_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,0,1,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,1,128024064000,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,2,8195080481602060032000,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,3,349722502692721039010604722688000,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,4,11193224017005564535129579703285644550016000,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,5,286600405592846075693916363673412137393128432644812800,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,6,6115291444912914327458503888673628732393621384684140889740544000,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,7,111843494765553595279220277878936077611463089962704685908752170541322752000,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,8,1789832341578975367601983736528154824648933788287912993952614855360310480061673408000,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,9,25460178917988362472103521705895055662776568382302854874502720129068894533574320463709277696000,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,10,325951557547713447864567473974982947880792530924130627527677390384852889533718900260459512931986004326400,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,11,3793603915240696825322834918103384187104461529869163992018621661205469533099844321844715850510727181300651866624000,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,12,40472715873096265736447925274604466657132231970304736614104026054846682244073729392831898970657636975082688067391467539072000,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,0,1,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,1,1,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,2,1,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,3,1,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,4,1,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,5,1,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,6,1,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,7,1,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,8,1,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,9,1,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,10,1,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,11,1,1_DIVIDES_DEGREE,true
G2-H1-AB,7,5040,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,12,1,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q00_RAW_CLOCK_RAW_MULTIPLICITY,0,1,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q00_RAW_CLOCK_RAW_MULTIPLICITY,1,0,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q00_RAW_CLOCK_RAW_MULTIPLICITY,2,0,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q00_RAW_CLOCK_RAW_MULTIPLICITY,3,0,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q00_RAW_CLOCK_RAW_MULTIPLICITY,4,0,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q00_RAW_CLOCK_RAW_MULTIPLICITY,5,0,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q00_RAW_CLOCK_RAW_MULTIPLICITY,6,0,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q00_RAW_CLOCK_RAW_MULTIPLICITY,7,0,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q00_RAW_CLOCK_RAW_MULTIPLICITY,8,0,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q00_RAW_CLOCK_RAW_MULTIPLICITY,9,0,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q00_RAW_CLOCK_RAW_MULTIPLICITY,10,0,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q00_RAW_CLOCK_RAW_MULTIPLICITY,11,0,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q00_RAW_CLOCK_RAW_MULTIPLICITY,12,0,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q01_RAW_CLOCK_GEOMETRIC_MEAN,0,1,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q01_RAW_CLOCK_GEOMETRIC_MEAN,1,0,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q01_RAW_CLOCK_GEOMETRIC_MEAN,2,0,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q01_RAW_CLOCK_GEOMETRIC_MEAN,3,0,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q01_RAW_CLOCK_GEOMETRIC_MEAN,4,0,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q01_RAW_CLOCK_GEOMETRIC_MEAN,5,0,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q01_RAW_CLOCK_GEOMETRIC_MEAN,6,0,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q01_RAW_CLOCK_GEOMETRIC_MEAN,7,0,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q01_RAW_CLOCK_GEOMETRIC_MEAN,8,0,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q01_RAW_CLOCK_GEOMETRIC_MEAN,9,0,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q01_RAW_CLOCK_GEOMETRIC_MEAN,10,0,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q01_RAW_CLOCK_GEOMETRIC_MEAN,11,0,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q01_RAW_CLOCK_GEOMETRIC_MEAN,12,0,40320_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,0,1,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,1,65548320768000,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,2,2148291177752342829072384000,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,3,46938959740793123201965575669376352256000,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,4,769192497401471647812551295359915837229264145416192000,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,5,10083855310402749363212848746259384702673704444738173426731424153600,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,6,110163297077405006967589260404282142144149930517673081678671471178794893180928000,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,7,1031574161955840185934754321527653249943048090444316050059389647915455252390119596181684224000,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,8,8452244257983676972216216133508795786224410942105438178537091038026407394494170768895799544801304477696000,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,9,61558935314651980115220825376247665474879168270140681587942193316844592697472803769434113232957273236134502225149952000,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,10,403508483814192503329668412873703325218692499680150298572701775470828669948010932576946402326944176233986237570526402111582948556800,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,11,2404482139060551036726559554832387537966528795622037827117384549995519900207066434438543975545080721548920142302968862781699718569225899737088000,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q10_RESCALED_CLOCK_RAW_MULTIPLICITY,12,13134147211007852569476428372217717914084913683821640116539324474034330217645840915313833351890143563689375264969020614824696880876795332193692714595057664000,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,0,1,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,1,1,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,2,1,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,3,1,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,4,1,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,5,1,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,6,1,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,7,1,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,8,1,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,9,1,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,10,1,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,11,1,1_DIVIDES_DEGREE,true
G2-H1-AB,8,40320,Q11_RESCALED_CLOCK_GEOMETRIC_MEAN,12,1,1_DIVIDES_DEGREE,true
G2-H1-ACD,1,1,Q00_RAW_CLOCK_RAW_MULTIPLICITY,0,1,1_DIVIDES_DEGREE,true
G2-H1-ACD,1,1,Q00_RAW_CLOCK_RAW_MULTIPLICITY,1,1,1_DIVIDES_DEGREE,true
G2-H1-ACD,1,1,Q00_RAW_CLOCK_RAW_MULTIPLICITY,2,1,1_DIVIDES_DEGREE,true
G2-H1-ACD,1,1,Q00_RAW_CLOCK_RAW_MULTIPLICITY,3,1,1_DIVIDES_DEGREE,true
G2-H1-ACD,1,1,Q00_RAW_CLOCK_RAW_MULTIPLICITY,4,1,1_DIVIDES_DEGREE,true
G2-H1-ACD,1,1,Q00_RAW_CLOCK_RAW_MULTIPLICITY,5,1,1_DIVIDES_DEGREE,true
G2-H1-ACD,1,1,Q00_RAW_CLOCK_RAW_MULTIPLICITY,6,1,1_DIVIDES_DEGREE,true
G2-H1-ACD,1,1,Q00_RAW_CLOCK_RAW_MULTIPLICITY,7,1,1_DIVIDES_DEGREE,true
G2-H1-ACD,1,1,Q00_RAW_CLOCK_RAW_MULTIPLICITY,8,1,1_DIVIDES_DEGREE,true
G2-H1-ACD,1,1,Q00_RAW_CLOCK_RAW_MULTIPLICITY,9,1,1_DIVIDES_DEGREE,true
G2-H1-ACD,1,1,Q00_RAW_CLOCK_RAW_MULTIPLICITY,10,1,1_DIVIDES_DEGREE,true
G2-H1-ACD,1,1,Q00_RAW_CLOCK_RAW_MULTIPLICITY,11,1,1_DIVIDES_DEGREE,true
G2-H1-ACD,1,1,Q00_RAW_CLOCK_RAW_MULTIPLICITY,12,1,1_DIVIDES_DEGREE,true
G2-H1-ACD,1,1,Q01_RAW_CLOCK_GEOMETRIC_MEAN,0,1,1_DIVIDES_DEGREE,true
G2-H1-ACD,1,1,Q01_RAW_CLOCK_GEOMETRIC_MEAN,1,1,1_DIVIDES_DEGREE,true
G2-H1-ACD,1,1,Q01_RAW_CLOCK_GEOMETRIC_MEAN,2,1,1_DIVIDES_DEGREE,true
G2-H1-ACD,1,1,Q01_RAW_CLOCK_GEOMETRIC_MEAN,3,1,1_DIVIDES_DEGREE,true
G2-H1-ACD,1,1,Q01_RAW_CLOCK_GEOMETRIC_MEAN,4,1,1_DIVIDES_DEGREE,true
